,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
320,0 days 01:38:20.613000,MAG,20,0 days 00:01:23.467000,28.0,2.0,,,0 days 00:00:28.881000,0 days 00:00:18.441000,0 days 00:00:36.145000,0 days 01:37:26.014000,0 days 01:37:44.455000,0 days 01:38:20.600000,276.0,304.0,291.0,300.0,False,HARD,21.0,True,Haas F1 Team,0 days 01:36:57.146000,2024-03-24 04:41:40.344,1,11.0,False,,False,True
321,0 days 01:39:44.069000,MAG,20,0 days 00:01:23.456000,29.0,2.0,,,0 days 00:00:28.996000,0 days 00:00:18.266000,0 days 00:00:36.194000,0 days 01:38:49.596000,0 days 01:39:07.862000,0 days 01:39:44.056000,275.0,303.0,290.0,297.0,False,HARD,22.0,True,Haas F1 Team,0 days 01:38:20.613000,2024-03-24 04:43:03.811,1,11.0,False,,False,True
322,0 days 01:41:07.476000,MAG,20,0 days 00:01:23.407000,30.0,2.0,,,0 days 00:00:29.082000,0 days 00:00:18.187000,0 days 00:00:36.138000,0 days 01:40:13.138000,0 days 01:40:31.325000,0 days 01:41:07.463000,,306.0,290.0,,False,HARD,23.0,True,Haas F1 Team,0 days 01:39:44.069000,2024-03-24 04:44:27.267,1,11.0,False,,False,True
323,0 days 01:42:30.692000,MAG,20,0 days 00:01:23.216000,31.0,2.0,,,0 days 00:00:29.001000,0 days 00:00:18.254000,0 days 00:00:35.961000,0 days 01:41:36.464000,0 days 01:41:54.718000,0 days 01:42:30.679000,278.0,304.0,291.0,,False,HARD,24.0,True,Haas F1 Team,0 days 01:41:07.476000,2024-03-24 04:45:50.674,1,11.0,False,,False,True
324,0 days 01:43:54.088000,MAG,20,0 days 00:01:23.396000,32.0,2.0,,,0 days 00:00:29.113000,0 days 00:00:18.248000,0 days 00:00:36.035000,0 days 01:42:59.792000,0 days 01:43:18.040000,0 days 01:43:54.075000,275.0,301.0,291.0,295.0,False,HARD,25.0,True,Haas F1 Team,0 days 01:42:30.692000,2024-03-24 04:47:13.890,1,11.0,False,,False,True
325,0 days 01:45:31.890000,MAG,20,0 days 00:01:37.802000,33.0,2.0,,0 days 01:45:15.854000,0 days 00:00:29.137000,0 days 00:00:18.406000,0 days 00:00:50.259000,0 days 01:44:23.212000,0 days 01:44:41.618000,0 days 01:45:31.877000,270.0,307.0,,297.0,False,HARD,26.0,True,Haas F1 Team,0 days 01:43:54.088000,2024-03-24 04:48:37.286,1,13.0,False,,False,False
326,0 days 01:47:00.429000,MAG,20,0 days 00:01:28.539000,34.0,3.0,0 days 01:45:33.932000,,0 days 00:00:34.484000,0 days 00:00:18.512000,0 days 00:00:35.543000,0 days 01:46:06.361000,0 days 01:46:24.873000,0 days 01:47:00.416000,274.0,299.0,291.0,235.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:45:31.890000,2024-03-24 04:50:15.088,1,14.0,False,,False,False
327,0 days 01:48:22.769000,MAG,20,0 days 00:01:22.340000,35.0,3.0,,,0 days 00:00:28.467000,0 days 00:00:18.179000,0 days 00:00:35.694000,0 days 01:47:28.883000,0 days 01:47:47.062000,0 days 01:48:22.756000,276.0,299.0,290.0,294.0,True,HARD,2.0,True,Haas F1 Team,0 days 01:47:00.429000,2024-03-24 04:51:43.627,1,13.0,False,,False,True
328,0 days 01:49:44.878000,MAG,20,0 days 00:01:22.109000,36.0,3.0,,,0 days 00:00:28.474000,0 days 00:00:18.015000,0 days 00:00:35.620000,0 days 01:48:51.230000,0 days 01:49:09.245000,0 days 01:49:44.865000,277.0,306.0,292.0,295.0,True,HARD,3.0,True,Haas F1 Team,0 days 01:48:22.769000,2024-03-24 04:53:05.967,1,13.0,False,,False,True
329,0 days 01:51:07.139000,MAG,20,0 days 00:01:22.261000,37.0,3.0,,,0 days 00:00:28.640000,0 days 00:00:18.008000,0 days 00:00:35.613000,0 days 01:50:13.505000,0 days 01:50:31.513000,0 days 01:51:07.126000,,307.0,294.0,297.0,False,HARD,4.0,True,Haas F1 Team,0 days 01:49:44.878000,2024-03-24 04:54:28.076,1,13.0,False,,False,True
330,0 days 01:52:29.224000,MAG,20,0 days 00:01:22.085000,38.0,3.0,,,0 days 00:00:28.649000,0 days 00:00:17.979000,0 days 00:00:35.457000,0 days 01:51:35.775000,0 days 01:51:53.754000,0 days 01:52:29.211000,,307.0,294.0,299.0,True,HARD,5.0,True,Haas F1 Team,0 days 01:51:07.139000,2024-03-24 04:55:50.337,1,13.0,False,,False,True
331,0 days 01:53:51.069000,MAG,20,0 days 00:01:21.845000,39.0,3.0,,,0 days 00:00:28.582000,0 days 00:00:17.962000,0 days 00:00:35.301000,0 days 01:52:57.793000,0 days 01:53:15.755000,0 days 01:53:51.056000,279.0,308.0,305.0,,True,HARD,6.0,True,Haas F1 Team,0 days 01:52:29.224000,2024-03-24 04:57:12.422,1,13.0,False,,False,True
332,0 days 01:55:12.840000,MAG,20,0 days 00:01:21.771000,40.0,3.0,,,0 days 00:00:28.346000,0 days 00:00:18.034000,0 days 00:00:35.391000,0 days 01:54:19.402000,0 days 01:54:37.436000,0 days 01:55:12.827000,,310.0,305.0,317.0,True,HARD,7.0,True,Haas F1 Team,0 days 01:53:51.069000,2024-03-24 04:58:34.267,1,13.0,False,,False,True
333,0 days 01:56:36.029000,MAG,20,0 days 00:01:23.189000,41.0,3.0,,,0 days 00:00:29.007000,0 days 00:00:18.687000,0 days 00:00:35.495000,0 days 01:55:41.834000,0 days 01:56:00.521000,0 days 01:56:36.016000,245.0,324.0,305.0,318.0,False,HARD,8.0,True,Haas F1 Team,0 days 01:55:12.840000,2024-03-24 04:59:56.038,1,12.0,False,,False,True
334,0 days 01:57:57.943000,MAG,20,0 days 00:01:21.914000,42.0,3.0,,,0 days 00:00:28.450000,0 days 00:00:17.579000,0 days 00:00:35.885000,0 days 01:57:04.466000,0 days 01:57:22.045000,0 days 01:57:57.930000,281.0,336.0,305.0,317.0,False,HARD,9.0,True,Haas F1 Team,0 days 01:56:36.029000,2024-03-24 05:01:19.227,1,12.0,False,,False,True
335,0 days 01:59:19.996000,MAG,20,0 days 00:01:22.053000,43.0,3.0,,,0 days 00:00:28.314000,0 days 00:00:17.657000,0 days 00:00:36.082000,0 days 01:58:26.244000,0 days 01:58:43.901000,0 days 01:59:19.983000,279.0,325.0,305.0,316.0,False,HARD,10.0,True,Haas F1 Team,0 days 01:57:57.943000,2024-03-24 05:02:41.141,1,12.0,False,,False,True
336,0 days 02:00:41.078000,MAG,20,0 days 00:01:21.082000,44.0,3.0,,,0 days 00:00:28.418000,0 days 00:00:17.488000,0 days 00:00:35.176000,0 days 01:59:48.401000,0 days 02:00:05.889000,0 days 02:00:41.065000,282.0,334.0,293.0,315.0,True,HARD,11.0,True,Haas F1 Team,0 days 01:59:19.996000,2024-03-24 05:04:03.194,1,11.0,False,,False,True
337,0 days 02:02:02.715000,MAG,20,0 days 00:01:21.637000,45.0,3.0,,,0 days 00:00:28.428000,0 days 00:00:18.032000,0 days 00:00:35.177000,0 days 02:01:09.493000,0 days 02:01:27.525000,0 days 02:02:02.702000,277.0,302.0,293.0,296.0,False,HARD,12.0,True,Haas F1 Team,0 days 02:00:41.078000,2024-03-24 05:05:24.276,1,11.0,False,,False,True
338,0 days 02:03:24.178000,MAG,20,0 days 00:01:21.463000,46.0,3.0,,,0 days 00:00:28.385000,0 days 00:00:17.994000,0 days 00:00:35.084000,0 days 02:02:31.087000,0 days 02:02:49.081000,0 days 02:03:24.165000,279.0,304.0,293.0,297.0,False,HARD,13.0,True,Haas F1 Team,0 days 02:02:02.715000,2024-03-24 05:06:45.913,1,11.0,False,,False,True
339,0 days 02:04:45.716000,MAG,20,0 days 00:01:21.538000,47.0,3.0,,,0 days 00:00:28.307000,0 days 00:00:17.952000,0 days 00:00:35.279000,0 days 02:03:52.472000,0 days 02:04:10.424000,0 days 02:04:45.703000,,305.0,293.0,,False,HARD,14.0,True,Haas F1 Team,0 days 02:03:24.178000,2024-03-24 05:08:07.376,1,11.0,False,,False,True
340,0 days 02:06:07.386000,MAG,20,0 days 00:01:21.670000,48.0,3.0,,,0 days 00:00:28.410000,0 days 00:00:17.980000,0 days 00:00:35.280000,0 days 02:05:14.113000,0 days 02:05:32.093000,0 days 02:06:07.373000,278.0,302.0,293.0,,False,HARD,15.0,True,Haas F1 Team,0 days 02:04:45.716000,2024-03-24 05:09:28.914,1,11.0,False,,False,True
341,0 days 02:07:28.772000,MAG,20,0 days 00:01:21.386000,49.0,3.0,,,0 days 00:00:28.312000,0 days 00:00:17.874000,0 days 00:00:35.200000,0 days 02:06:35.685000,0 days 02:06:53.559000,0 days 02:07:28.759000,279.0,304.0,293.0,,False,HARD,16.0,True,Haas F1 Team,0 days 02:06:07.386000,2024-03-24 05:10:50.584,1,11.0,False,,False,True
342,0 days 02:08:50.438000,MAG,20,0 days 00:01:21.666000,50.0,3.0,,,0 days 00:00:28.432000,0 days 00:00:18.004000,0 days 00:00:35.230000,0 days 02:07:57.191000,0 days 02:08:15.195000,0 days 02:08:50.425000,280.0,303.0,293.0,,False,HARD,17.0,True,Haas F1 Team,0 days 02:07:28.772000,2024-03-24 05:12:11.970,1,11.0,False,,False,True
343,0 days 02:10:11.858000,MAG,20,0 days 00:01:21.420000,51.0,3.0,,,0 days 00:00:28.391000,0 days 00:00:17.891000,0 days 00:00:35.138000,0 days 02:09:18.816000,0 days 02:09:36.707000,0 days 02:10:11.845000,,303.0,292.0,298.0,False,HARD,18.0,True,Haas F1 Team,0 days 02:08:50.438000,2024-03-24 05:13:33.636,1,11.0,False,,False,True
344,0 days 02:11:33.489000,MAG,20,0 days 00:01:21.631000,52.0,3.0,,,0 days 00:00:28.441000,0 days 00:00:18.011000,0 days 00:00:35.179000,0 days 02:10:40.286000,0 days 02:10:58.297000,0 days 02:11:33.476000,,303.0,293.0,296.0,False,HARD,19.0,True,Haas F1 Team,0 days 02:10:11.858000,2024-03-24 05:14:55.056,1,11.0,False,,False,True
345,0 days 02:12:55.152000,MAG,20,0 days 00:01:21.663000,53.0,3.0,,,0 days 00:00:28.371000,0 days 00:00:17.973000,0 days 00:00:35.319000,0 days 02:12:01.847000,0 days 02:12:19.820000,0 days 02:12:55.139000,279.0,303.0,293.0,297.0,False,HARD,20.0,True,Haas F1 Team,0 days 02:11:33.489000,2024-03-24 05:16:16.687,1,11.0,False,,False,True
346,0 days 02:14:20.407000,MAG,20,0 days 00:01:25.255000,54.0,3.0,,,0 days 00:00:28.606000,0 days 00:00:18.056000,0 days 00:00:38.593000,0 days 02:13:23.745000,0 days 02:13:41.801000,0 days 02:14:20.394000,275.0,302.0,289.0,,False,HARD,21.0,True,Haas F1 Team,0 days 02:12:55.152000,2024-03-24 05:17:38.350,1,11.0,False,,False,True
347,0 days 02:15:45.358000,MAG,20,0 days 00:01:24.951000,55.0,3.0,,,0 days 00:00:29.244000,0 days 00:00:18.362000,0 days 00:00:37.345000,0 days 02:14:49.638000,0 days 02:15:08,0 days 02:15:45.345000,274.0,299.0,305.0,293.0,False,HARD,22.0,True,Haas F1 Team,0 days 02:14:20.407000,2024-03-24 05:19:03.605,1,11.0,False,,False,True
348,0 days 02:17:08.556000,MAG,20,0 days 00:01:23.198000,56.0,3.0,,,0 days 00:00:28.619000,0 days 00:00:18.156000,0 days 00:00:36.423000,0 days 02:16:13.964000,0 days 02:16:32.120000,0 days 02:17:08.543000,279.0,304.0,251.0,315.0,False,HARD,23.0,True,Haas F1 Team,0 days 02:15:45.358000,2024-03-24 05:20:28.556,1,11.0,False,,False,True
349,0 days 02:19:00.500000,MAG,20,0 days 00:01:51.944000,57.0,3.0,,,0 days 00:00:38.574000,0 days 00:00:29.849000,0 days 00:00:43.521000,0 days 02:17:47.117000,0 days 02:18:16.966000,0 days 02:19:00.487000,155.0,280.0,230.0,258.0,False,HARD,24.0,True,Haas F1 Team,0 days 02:17:08.556000,2024-03-24 05:21:51.754,2,10.0,False,,False,True
350,0 days 01:00:02.881000,TSU,22,0 days 00:01:33.305000,1.0,1.0,,,,0 days 00:00:18.561000,0 days 00:00:37.078000,,0 days 00:59:25.779000,0 days 01:00:03.007000,271.0,307.0,289.0,250.0,False,MEDIUM,1.0,True,RB,0 days 00:58:29.232000,2024-03-24 04:03:12.430,1,9.0,False,,False,False
351,0 days 01:01:26.688000,TSU,22,0 days 00:01:23.807000,2.0,1.0,,,0 days 00:00:29.709000,0 days 00:00:18.016000,0 days 00:00:36.082000,0 days 01:00:32.551000,0 days 01:00:50.567000,0 days 01:01:26.649000,273.0,326.0,303.0,286.0,True,MEDIUM,2.0,True,RB,0 days 01:00:02.881000,2024-03-24 04:04:46.079,1,9.0,False,,False,True
352,0 days 01:02:49.891000,TSU,22,0 days 00:01:23.203000,3.0,1.0,,,0 days 00:00:29.009000,0 days 00:00:18.089000,0 days 00:00:36.105000,0 days 01:01:55.658000,0 days 01:02:13.747000,0 days 01:02:49.852000,,327.0,302.0,310.0,True,MEDIUM,3.0,True,RB,0 days 01:01:26.688000,2024-03-24 04:06:09.886,1,9.0,False,,False,True
353,0 days 01:04:13.325000,TSU,22,0 days 00:01:23.434000,4.0,1.0,,,0 days 00:00:29.050000,0 days 00:00:18.104000,0 days 00:00:36.280000,0 days 01:03:18.902000,0 days 01:03:37.006000,0 days 01:04:13.286000,,329.0,301.0,308.0,False,MEDIUM,4.0,True,RB,0 days 01:02:49.891000,2024-03-24 04:07:33.089,1,8.0,False,,False,True
354,0 days 01:05:36.635000,TSU,22,0 days 00:01:23.310000,5.0,1.0,,,0 days 00:00:29.072000,0 days 00:00:18.048000,0 days 00:00:36.190000,0 days 01:04:42.358000,0 days 01:05:00.406000,0 days 01:05:36.596000,274.0,327.0,303.0,310.0,False,MEDIUM,5.0,True,RB,0 days 01:04:13.325000,2024-03-24 04:08:56.523,1,8.0,False,,False,True
355,0 days 01:07:00.080000,TSU,22,0 days 00:01:23.445000,6.0,1.0,,,0 days 00:00:29.026000,0 days 00:00:18.115000,0 days 00:00:36.304000,0 days 01:06:05.622000,0 days 01:06:23.737000,0 days 01:07:00.041000,275.0,329.0,292.0,,False,MEDIUM,6.0,True,RB,0 days 01:05:36.635000,2024-03-24 04:10:19.833,1,8.0,False,,False,True
356,0 days 01:08:22.944000,TSU,22,0 days 00:01:22.864000,7.0,1.0,,,0 days 00:00:28.848000,0 days 00:00:17.947000,0 days 00:00:36.069000,0 days 01:07:28.889000,0 days 01:07:46.836000,0 days 01:08:22.905000,276.0,330.0,301.0,302.0,True,MEDIUM,7.0,True,RB,0 days 01:07:00.080000,2024-03-24 04:11:43.278,1,8.0,False,,False,True
357,0 days 01:09:46.325000,TSU,22,0 days 00:01:23.381000,8.0,1.0,,,0 days 00:00:28.869000,0 days 00:00:18.224000,0 days 00:00:36.288000,0 days 01:08:51.774000,0 days 01:09:09.998000,0 days 01:09:46.286000,275.0,312.0,289.0,309.0,False,MEDIUM,8.0,True,RB,0 days 01:08:22.944000,2024-03-24 04:13:06.142,1,6.0,False,,False,True
358,0 days 01:11:24.535000,TSU,22,0 days 00:01:38.210000,9.0,1.0,,0 days 01:11:08.035000,0 days 00:00:29.130000,0 days 00:00:18.328000,0 days 00:00:50.752000,0 days 01:10:15.416000,0 days 01:10:33.744000,0 days 01:11:24.496000,274.0,307.0,,299.0,False,MEDIUM,9.0,True,RB,0 days 01:09:46.325000,2024-03-24 04:14:29.523,1,9.0,False,,False,False
359,0 days 01:12:54.427000,TSU,22,0 days 00:01:29.892000,10.0,2.0,0 days 01:11:26.560000,,0 days 00:00:35.218000,0 days 00:00:18.534000,0 days 00:00:36.140000,0 days 01:11:59.714000,0 days 01:12:18.248000,0 days 01:12:54.388000,272.0,305.0,289.0,227.0,False,HARD,1.0,True,RB,0 days 01:11:24.535000,2024-03-24 04:16:07.733,1,12.0,False,,False,False
360,0 days 01:14:17.325000,TSU,22,0 days 00:01:22.898000,11.0,2.0,,,0 days 00:00:28.912000,0 days 00:00:18.290000,0 days 00:00:35.696000,0 days 01:13:23.300000,0 days 01:13:41.590000,0 days 01:14:17.286000,273.0,306.0,289.0,296.0,False,HARD,2.0,True,RB,0 days 01:12:54.427000,2024-03-24 04:17:37.625,1,12.0,False,,False,True
361,0 days 01:15:40.124000,TSU,22,0 days 00:01:22.799000,12.0,2.0,,,0 days 00:00:28.776000,0 days 00:00:18.268000,0 days 00:00:35.755000,0 days 01:14:46.062000,0 days 01:15:04.330000,0 days 01:15:40.085000,,307.0,290.0,,True,HARD,3.0,True,RB,0 days 01:14:17.325000,2024-03-24 04:19:00.523,1,12.0,False,,False,True
362,0 days 01:17:03.156000,TSU,22,0 days 00:01:23.032000,13.0,2.0,,,0 days 00:00:28.720000,0 days 00:00:18.212000,0 days 00:00:36.100000,0 days 01:16:08.805000,0 days 01:16:27.017000,0 days 01:17:03.117000,274.0,309.0,289.0,297.0,False,HARD,4.0,True,RB,0 days 01:15:40.124000,2024-03-24 04:20:23.322,1,12.0,False,,False,True
363,0 days 01:18:25.979000,TSU,22,0 days 00:01:22.823000,14.0,2.0,,,0 days 00:00:28.795000,0 days 00:00:18.235000,0 days 00:00:35.793000,0 days 01:17:31.912000,0 days 01:17:50.147000,0 days 01:18:25.940000,,309.0,289.0,,False,HARD,5.0,True,RB,0 days 01:17:03.156000,2024-03-24 04:21:46.354,1,12.0,False,,False,True
364,0 days 01:19:49.315000,TSU,22,0 days 00:01:23.336000,15.0,2.0,,,0 days 00:00:29.078000,0 days 00:00:18.251000,0 days 00:00:36.007000,0 days 01:18:55.018000,0 days 01:19:13.269000,0 days 01:19:49.276000,275.0,311.0,291.0,293.0,False,HARD,6.0,True,RB,0 days 01:18:25.979000,2024-03-24 04:23:09.177,1,12.0,False,,False,True
365,0 days 01:21:12.567000,TSU,22,0 days 00:01:23.252000,16.0,2.0,,,0 days 00:00:28.921000,0 days 00:00:18.224000,0 days 00:00:36.107000,0 days 01:20:18.197000,0 days 01:20:36.421000,0 days 01:21:12.528000,277.0,312.0,291.0,296.0,False,HARD,7.0,True,RB,0 days 01:19:49.315000,2024-03-24 04:24:32.513,1,11.0,False,,False,True
366,0 days 01:22:56.144000,TSU,22,0 days 00:01:43.577000,17.0,2.0,,,0 days 00:00:29.124000,0 days 00:00:29.750000,0 days 00:00:44.703000,0 days 01:21:41.652000,0 days 01:22:11.402000,0 days 01:22:56.105000,273.0,273.0,245.0,299.0,False,HARD,8.0,True,RB,0 days 01:21:12.567000,2024-03-24 04:25:55.765,267,9.0,False,,False,False
367,0 days 01:24:21.036000,TSU,22,0 days 00:01:24.892000,18.0,2.0,,,0 days 00:00:30.803000,0 days 00:00:18.123000,0 days 00:00:35.966000,0 days 01:23:26.908000,0 days 01:23:45.031000,0 days 01:24:20.997000,274.0,311.0,291.0,228.0,False,HARD,9.0,True,RB,0 days 01:22:56.144000,2024-03-24 04:27:39.342,7,9.0,False,,False,False
368,0 days 01:25:44.030000,TSU,22,0 days 00:01:22.994000,19.0,2.0,,,0 days 00:00:28.900000,0 days 00:00:18.234000,0 days 00:00:35.860000,0 days 01:24:49.897000,0 days 01:25:08.131000,0 days 01:25:43.991000,,310.0,290.0,299.0,False,HARD,10.0,True,RB,0 days 01:24:21.036000,2024-03-24 04:29:04.234,1,9.0,False,,False,True
369,0 days 01:27:07.078000,TSU,22,0 days 00:01:23.048000,20.0,2.0,,,0 days 00:00:28.775000,0 days 00:00:18.134000,0 days 00:00:36.139000,0 days 01:26:12.766000,0 days 01:26:30.900000,0 days 01:27:07.039000,278.0,311.0,290.0,,False,HARD,11.0,True,RB,0 days 01:25:44.030000,2024-03-24 04:30:27.228,1,9.0,False,,False,True
370,0 days 01:28:30.046000,TSU,22,0 days 00:01:22.968000,21.0,2.0,,,0 days 00:00:28.808000,0 days 00:00:18.250000,0 days 00:00:35.910000,0 days 01:27:35.847000,0 days 01:27:54.097000,0 days 01:28:30.007000,276.0,311.0,291.0,296.0,False,HARD,12.0,True,RB,0 days 01:27:07.078000,2024-03-24 04:31:50.276,1,9.0,False,,False,True
371,0 days 01:29:52.719000,TSU,22,0 days 00:01:22.673000,22.0,2.0,,,0 days 00:00:28.789000,0 days 00:00:18.167000,0 days 00:00:35.717000,0 days 01:28:58.796000,0 days 01:29:16.963000,0 days 01:29:52.680000,277.0,311.0,289.0,298.0,True,HARD,13.0,True,RB,0 days 01:28:30.046000,2024-03-24 04:33:13.244,1,9.0,False,,False,True
372,0 days 01:31:15.672000,TSU,22,0 days 00:01:22.953000,23.0,2.0,,,0 days 00:00:28.884000,0 days 00:00:18.167000,0 days 00:00:35.902000,0 days 01:30:21.564000,0 days 01:30:39.731000,0 days 01:31:15.633000,275.0,309.0,289.0,,False,HARD,14.0,True,RB,0 days 01:29:52.719000,2024-03-24 04:34:35.917,1,9.0,False,,False,True
373,0 days 01:32:38.698000,TSU,22,0 days 00:01:23.026000,24.0,2.0,,,0 days 00:00:28.864000,0 days 00:00:18.186000,0 days 00:00:35.976000,0 days 01:31:44.497000,0 days 01:32:02.683000,0 days 01:32:38.659000,277.0,310.0,289.0,296.0,False,HARD,15.0,True,RB,0 days 01:31:15.672000,2024-03-24 04:35:58.870,1,9.0,False,,False,True
374,0 days 01:34:01.699000,TSU,22,0 days 00:01:23.001000,25.0,2.0,,,0 days 00:00:28.961000,0 days 00:00:18.230000,0 days 00:00:35.810000,0 days 01:33:07.620000,0 days 01:33:25.850000,0 days 01:34:01.660000,276.0,309.0,289.0,,False,HARD,16.0,True,RB,0 days 01:32:38.698000,2024-03-24 04:37:21.896,1,9.0,False,,False,True
375,0 days 01:35:25.001000,TSU,22,0 days 00:01:23.302000,26.0,2.0,,,0 days 00:00:28.853000,0 days 00:00:18.222000,0 days 00:00:36.227000,0 days 01:34:30.513000,0 days 01:34:48.735000,0 days 01:35:24.962000,,307.0,289.0,,False,HARD,17.0,True,RB,0 days 01:34:01.699000,2024-03-24 04:38:44.897,1,9.0,False,,False,True
376,0 days 01:36:48.249000,TSU,22,0 days 00:01:23.248000,27.0,2.0,,,0 days 00:00:29,0 days 00:00:18.220000,0 days 00:00:36.028000,0 days 01:35:53.962000,0 days 01:36:12.182000,0 days 01:36:48.210000,274.0,309.0,289.0,298.0,False,HARD,18.0,True,RB,0 days 01:35:25.001000,2024-03-24 04:40:08.199,1,9.0,False,,False,True
377,0 days 01:38:11.324000,TSU,22,0 days 00:01:23.075000,28.0,2.0,,,0 days 00:00:28.872000,0 days 00:00:18.218000,0 days 00:00:35.985000,0 days 01:37:17.082000,0 days 01:37:35.300000,0 days 01:38:11.285000,275.0,308.0,289.0,,False,HARD,19.0,True,RB,0 days 01:36:48.249000,2024-03-24 04:41:31.447,1,9.0,False,,False,True
378,0 days 01:39:34.822000,TSU,22,0 days 00:01:23.498000,29.0,2.0,,,0 days 00:00:29.078000,0 days 00:00:18.314000,0 days 00:00:36.106000,0 days 01:38:40.363000,0 days 01:38:58.677000,0 days 01:39:34.783000,,306.0,288.0,296.0,False,HARD,20.0,True,RB,0 days 01:38:11.324000,2024-03-24 04:42:54.522,1,9.0,False,,False,True
379,0 days 01:40:58.204000,TSU,22,0 days 00:01:23.382000,30.0,2.0,,,0 days 00:00:28.979000,0 days 00:00:18.320000,0 days 00:00:36.083000,0 days 01:40:03.762000,0 days 01:40:22.082000,0 days 01:40:58.165000,276.0,309.0,289.0,298.0,False,HARD,21.0,True,RB,0 days 01:39:34.822000,2024-03-24 04:44:18.020,1,9.0,False,,False,True
380,0 days 01:42:21.571000,TSU,22,0 days 00:01:23.367000,31.0,2.0,,,0 days 00:00:29.068000,0 days 00:00:18.300000,0 days 00:00:35.999000,0 days 01:41:27.233000,0 days 01:41:45.533000,0 days 01:42:21.532000,,307.0,289.0,297.0,False,HARD,22.0,True,RB,0 days 01:40:58.204000,2024-03-24 04:45:41.402,1,9.0,False,,False,True
381,0 days 01:43:44.961000,TSU,22,0 days 00:01:23.390000,32.0,2.0,,,0 days 00:00:29.119000,0 days 00:00:18.318000,0 days 00:00:35.953000,0 days 01:42:50.651000,0 days 01:43:08.969000,0 days 01:43:44.922000,275.0,306.0,288.0,299.0,False,HARD,23.0,True,RB,0 days 01:42:21.571000,2024-03-24 04:47:04.769,1,9.0,False,,False,True
382,0 days 01:45:08.187000,TSU,22,0 days 00:01:23.226000,33.0,2.0,,,0 days 00:00:29.053000,0 days 00:00:18.274000,0 days 00:00:35.899000,0 days 01:44:13.975000,0 days 01:44:32.249000,0 days 01:45:08.148000,,306.0,288.0,297.0,False,HARD,24.0,True,RB,0 days 01:43:44.961000,2024-03-24 04:48:28.159,1,9.0,False,,False,True
383,0 days 01:46:31.510000,TSU,22,0 days 00:01:23.323000,34.0,2.0,,,0 days 00:00:29.019000,0 days 00:00:18.339000,0 days 00:00:35.965000,0 days 01:45:37.167000,0 days 01:45:55.506000,0 days 01:46:31.471000,274.0,305.0,289.0,,False,HARD,25.0,True,RB,0 days 01:45:08.187000,2024-03-24 04:49:51.385,1,9.0,False,,False,True
384,0 days 01:47:54.799000,TSU,22,0 days 00:01:23.289000,35.0,2.0,,,0 days 00:00:29.056000,0 days 00:00:18.349000,0 days 00:00:35.884000,0 days 01:47:00.527000,0 days 01:47:18.876000,0 days 01:47:54.760000,275.0,305.0,289.0,299.0,False,HARD,26.0,True,RB,0 days 01:46:31.510000,2024-03-24 04:51:14.708,1,9.0,False,,False,True
385,0 days 01:49:31.955000,TSU,22,0 days 00:01:37.156000,36.0,2.0,,0 days 01:49:16.525000,0 days 00:00:29.164000,0 days 00:00:18.289000,0 days 00:00:49.703000,0 days 01:48:23.924000,0 days 01:48:42.213000,0 days 01:49:31.916000,274.0,308.0,,298.0,False,HARD,27.0,True,RB,0 days 01:47:54.799000,2024-03-24 04:52:37.997,1,9.0,False,,False,False
386,0 days 01:51:01.099000,TSU,22,0 days 00:01:29.144000,37.0,3.0,0 days 01:49:34.003000,,0 days 00:00:35.017000,0 days 00:00:18.451000,0 days 00:00:35.676000,0 days 01:50:06.933000,0 days 01:50:25.384000,0 days 01:51:01.060000,271.0,301.0,289.0,227.0,False,HARD,1.0,True,RB,0 days 01:49:31.955000,2024-03-24 04:54:15.153,1,10.0,False,,False,False
